date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:57	434461/434461	---M-Z	200	added ('OK')	text/html	etag:%222e87e9a-6a11d-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/furniture-demo.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/furniture-demo.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:00	167370/167370	---M--	200	added ('OK')	image/jpeg	etag:%222e87b8a-28dca-5d679fc4f5e00%22	https://themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/furniture.jpg	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/furniture.jpg	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:01	345767/345767	---M-Z	200	added ('OK')	text/html	etag:%222e87e8f-546a7-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/electronic-demo.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/electronic-demo.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:03	211864/211864	---M-Z	200	added ('OK')	text/html	etag:%222e87eb4-33b98-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shoes-demo.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shoes-demo.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:04	118748/118748	---M--	200	added ('OK')	image/jpeg	etag:%222e87b87-1cfdc-5d679ef8dfc80%22	https://themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/electonic.jpg	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/electonic.jpg	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:07	157193/157193	---M--	200	added ('OK')	image/jpeg	etag:%222e87b8b-26609-5d679fe74af00%22	https://themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/shoes.jpg	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/shoes.jpg	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:08	209620/209620	---M-Z	200	added ('OK')	text/html	etag:%222e87eb5-332d4-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-canvas-filter.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-canvas-filter.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:09	210050/210050	---M--	200	added ('OK')	image/jpeg	etag:%222e87b8c-33482-5d67a01141200%22	https://themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/vagetables.jpg	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/assets/images/demo-image/vagetables.jpg	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:10	218284/218284	---M-Z	200	added ('OK')	text/html	etag:%222e87eb6-354ac-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-category-slider.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-category-slider.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:12	213468/213468	---M-Z	200	added ('OK')	text/html	etag:%222e87eb7-341dc-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-filter-hide.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-filter-hide.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:12	219579/219579	---M-Z	200	added ('OK')	text/html	etag:%222e87eba-359bb-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-list-infinite.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-list-infinite.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:12	181732/181732	---M-Z	200	added ('OK')	text/html	etag:%222e87eb9-2c5e4-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-list.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-list.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:13	188873/188873	---M-Z	200	added ('OK')	text/html	etag:%222e87ebb-2e1c9-5d780841f9000-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-no-sidebar.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-no-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:14	220393/220393	---M-Z	200	added ('OK')	text/html	etag:%222e87ebc-35ce9-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-right-sidebar.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-right-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:15	214816/214816	---M-Z	200	added ('OK')	text/html	etag:%222e87ebd-34720-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-top-filter.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-top-filter.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:16	228667/228667	---M-Z	200	added ('OK')	text/html	etag:%222e87ebe-37d3b-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-with-category.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/shop-with-category.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:17	196023/196023	---M-Z	200	added ('OK')	text/html	etag:%222e87ea9-2fdb7-5d78087760e00-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-4-image.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-4-image.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:18	202027/202027	---M-Z	200	added ('OK')	text/html	etag:%222e87ea8-3152b-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-360-view.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-360-view.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:19	205292/205292	---M-Z	200	added ('OK')	text/html	etag:%222e87eaa-321ec-5d7808550bd00-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-bundle.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-bundle.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:21	213042/213042	---M-Z	200	added ('OK')	text/html	etag:%222e87eab-34032-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-left-sidebar.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-left-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:21	197662/197662	---M-Z	200	added ('OK')	text/html	etag:%222e87eac-3041e-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-left-thumbnail.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-left-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:22	200529/200529	---M-Z	200	added ('OK')	text/html	etag:%222e87ead-30f51-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-no-sidebar.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-no-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:24	213125/213125	---M-Z	200	added ('OK')	text/html	etag:%222e87eae-34085-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-right-sidebar.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-right-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:26	199942/199942	---M-Z	200	added ('OK')	text/html	etag:%222e87eaf-30d06-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-right-thumbnail.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-right-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:26	194801/194801	---M-Z	200	added ('OK')	text/html	etag:%222e87eb0-2f8f1-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-sticky.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-sticky.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:26	213454/213454	---M-Z	200	added ('OK')	text/html	etag:%222e87eb1-341ce-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-video-thumbnail.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/product-video-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:27	106549/106549	---M-Z	200	added ('OK')	text/html	etag:%222e87ea1-1a035-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-2-grid.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-2-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:28	106194/106194	---M-Z	200	added ('OK')	text/html	etag:%222e87ea2-19ed2-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-2-masonary.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-2-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:29	106656/106656	---M-Z	200	added ('OK')	text/html	etag:%222e87ea3-1a0a0-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-3-grid.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-3-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:30	106299/106299	---M-Z	200	added ('OK')	text/html	etag:%222e87ea4-19f3b-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-3-masonary.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-3-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:31	106764/106764	---M-Z	200	added ('OK')	text/html	etag:%222e87ea5-1a10c-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-4-grid.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-4-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:32	106408/106408	---M-Z	200	added ('OK')	text/html	etag:%222e87ea6-19fa8-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-4-masonary.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-4-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:33	106198/106198	---M-Z	200	added ('OK')	text/html	etag:%222e87ea7-19ed6-5d780856f4180-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-no-space.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/portfolio-no-space.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:34	101099/101099	---M-Z	200	added ('OK')	text/html	etag:%222e87e90-18aeb-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-button.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-button.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:35	110152/110152	---M-Z	200	added ('OK')	text/html	etag:%222e87e91-1ae48-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-category.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-category.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:36	132219/132219	---M-Z	200	added ('OK')	text/html	etag:%222e87e92-2047b-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-collection-banner.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-collection-banner.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:37	114954/114954	---M-Z	200	added ('OK')	text/html	etag:%222e87e93-1c10a-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-deal-banner.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-deal-banner.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:39	686249/686249	---M-Z	200	added ('OK')	text/html	etag:%222e87e94-a78a9-5d783aa376d00-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-header.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-header.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:40	182748/182748	---M-Z	200	added ('OK')	text/html	etag:%222e87e95-2c9dc-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-home.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-home.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:41	265782/265782	---M-Z	200	added ('OK')	text/html	etag:%222e87e96-40e36-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-product.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/element-product.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:41	94866/94866	---M-Z	200	added ('OK')	text/html	etag:%222e87b43-17292-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/404.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/404.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:42	3861/3861	---M-Z	200	added ('OK')	text/html	etag:%222e87e99-f15-5d637ace83e00-gzip%22	https://themes.pixelstrap.com/voxo/front-end/forgot.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/forgot.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:43	105259/105259	---M-Z	200	added ('OK')	text/html	etag:%222e87e8b-19b2b-5d78087b31700-gzip%22	https://themes.pixelstrap.com/voxo/front-end/checkout.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/checkout.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:44	34430/34430	---M-Z	200	added ('OK')	text/html	etag:%222e87e8c-867e-5d78087b31700-gzip%22	https://themes.pixelstrap.com/voxo/front-end/coming-soon.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/coming-soon.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:45	118154/118154	---M-Z	200	added ('OK')	text/html	etag:%222e87e8d-1cd8a-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/compare.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/compare.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:46	105584/105584	---M-Z	200	added ('OK')	text/html	etag:%222e87e8e-19c70-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/contact-us.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/contact-us.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:47	102725/102725	---M-Z	200	added ('OK')	text/html	etag:%222e87e97-19145-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/faq.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/faq.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:48	101926/101926	---M-Z	200	added ('OK')	text/html	etag:%222e87e9e-18e26-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/order-success.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/order-success.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
22:54:49	101787/101787	---M-Z	200	added ('OK')	text/html	etag:%222e87e9f-18d9b-5d783aa18e880-gzip%22	https://themes.pixelstrap.com/voxo/front-end/order-tracking.html	/home/ik/websites/frontend-vegetables/themes.pixelstrap.com/voxo/front-end/order-tracking.html	(from https://themes.pixelstrap.com/voxo/front-end/vegetables-demo.html)
